Latitude,Longitude,Street,Hour,Incident_Count,Total_Injured
40.81914,-73.93719,WEST 143 STREET,0,7,0
40.641945,-73.916626,EAST 83 STREET,0,2,0
40.68178,-73.97415,Unknown,0,1,0
40.70568,-73.77114,104 AVENUE,0,2,0
40.737587,-73.76841,73 AVENUE,0,1,0
40.715813,-73.91212,FLUSHING AVENUE,0,1,0
40.811264,-73.95782,AMSTERDAM AVENUE,0,2,0
40.702084,-73.88966,Unknown,0,1,0
40.700214,-73.94632,FLUSHING AVENUE,0,2,0
40.63018,-73.960175,Unknown,0,1,0
40.64231,-73.93327,Unknown,0,1,0
40.625595,-73.9576,AVENUE J,0,2,0
40.867733,-73.88285,WEBSTER AVENUE,0,1,0
40.632122,-73.894424,Unknown,0,1,0
40.649895,-73.90762,ROCKAWAY PARKWAY,0,3,0
40.673843,-73.92509,SAINT MARKS AVENUE,0,1,0
40.67853,-73.821236,Unknown,0,1,0
40.735413,-73.91834,48 ST,0,1,0
40.840042,-73.863945,WHITE PLAINS ROAD,0,1,0
40.778595,-73.8469,Unknown,0,1,0
40.77731,-73.95841,Unknown,0,1,0
40.693787,-73.81173,VAN WYCK EXPWY,0,2,0
40.509045,-74.2469,AMBOY RD,0,1,0
40.74843,-73.990456,Unknown,0,1,0
40.63858,-74.02078,64 STREET,0,1,0
40.72452,-73.90626,60 STREET,0,1,0
40.704426,-73.82577,85 AVENUE,0,1,0
40.678425,-73.92744,ROCHESTER AVENUE,0,1,0
40.775562,-73.95035,1 AVENUE,0,1,0
40.62403,-74.09433,Unknown,0,1,0
40.81351,-73.86019,Unknown,0,1,0
40.892963,-73.86101,CARPENTER AVENUE,0,1,0
40.69768,-73.91637,GROVE ST,0,1,0
40.726967,-73.89655,68 STREET,0,1,0
40.75529,-73.99493,9 AVENUE,0,1,0
40.829697,-73.91313,TELLER AVENUE,0,2,0
40.717884,-73.94114,Unknown,0,1,0
0.0000000,0.0000000,GREENWICH AVENUE,0,1,0
40.82398,-73.946724,WEST 144 STREET,0,1,0
40.766968,-73.95617,Unknown,0,1,0
40.7509,-73.99812,WEST 30 STREET,0,3,0
40.724262,-73.800545,Unknown,0,2,0
40.661545,-73.97941,Unknown,0,1,0
40.76796,-73.80295,33 AVE,0,1,0
40.68005,-73.94327,FULTON STREET,0,4,0
40.589756,-73.957695,Unknown,0,1,0
40.773502,-73.79653,FRANCIS LEWIS BOULEVARD,0,1,0
40.764626,-73.810745,Unknown,0,1,0
40.630238,-73.98693,Unknown,0,1,0
40.71142,-73.99608,Unknown,0,1,0
40.76491,-73.822685,Unknown,0,1,0
40.595734,-73.77478,BEACH CHANNEL DRIVE,0,1,0
40.834164,-73.922226,RIVER AVENUE,0,1,0
40.673428,-73.757195,139 AVE,0,1,0
40.64885,-73.91559,Unknown,0,1,0
40.761566,-73.96364,Unknown,0,1,0
40.643677,-74.08435,Unknown,0,1,0
40.647743,-73.962746,Unknown,0,1,0
40.663723,-73.75926,SPRINGFIELD BOULEVARD,0,1,0
0.0000000,0.0000000,20 AVENUE,0,1,0
40.74423,-73.86105,Unknown,0,1,0
40.736847,-73.86507,Unknown,0,1,0
40.71752,-73.95281,Unknown,0,1,0
40.66216,-73.87284,ATKINS AVENUE,0,1,0
40.822456,-73.88728,SHERIDAN EXPRESSWAY,0,2,0
40.627,-73.94476,Unknown,0,1,0
40.760822,-73.99832,WEST 42 STREET,0,4,0
40.637634,-74.17122,Unknown,0,1,0
40.80143,-73.93646,Unknown,0,1,0
40.85118,-73.8959,Unknown,0,1,0
40.71405,-73.77801,184 STREET,0,1,0
40.749393,-73.708244,77 AVENUE,0,1,0
40.582417,-73.98843,Unknown,0,1,0
40.905884,-73.85191,Unknown,0,1,0
40.668797,-73.93113,UTICA AVENUE,0,7,0
40.83156,-73.822716,Unknown,0,1,0
40.541603,-74.177376,Unknown,0,1,0
40.80047,-73.95777,WEST 110 STREET,0,2,0
40.58509,-74.09644,NAUGHTON AVENUE,0,1,0
40.818638,-73.81003,LAWTON AVENUE,0,1,0
40.67986,-73.7883,119 AVENUE,0,1,0
40.796215,-73.822975,3 AVENUE,0,1,0
40.68389,-73.93823,HANCOCK STREET,0,1,0
40.685062,-74.00269,COLUMBIA STREET,0,1,0
40.57777,-74.1637,MARSH AVENUE,0,1,0
40.6365,-74.00364,Unknown,0,1,0
40.709057,-74.00032,FDR DRIVE RAMP,0,1,0
40.816166,-73.95361,Unknown,0,1,0
40.68928,-73.79611,110 ROAD,0,1,0
40.747963,-73.86337,Unknown,0,1,0
40.67073,-73.7491,Unknown,0,1,0
40.682987,-73.75459,LUCAS STREET,0,1,0
40.683117,-73.987366,Unknown,0,1,0
40.59423,-73.908325,BELT PARKWAY,0,4,0
40.700737,-73.99014,BROOKLYN BRIDGE,0,1,0
40.666435,-73.7628,BELT PARKWAY,0,1,0
40.78818,-73.81703,CROSS ISLAND PARKWAY,0,1,0
40.683784,-73.769745,MERRICK BOULEVARD,0,2,0
40.84216,-73.831024,GILLESPIE AVENUE,0,1,0
40.821705,-73.9568,RIVERSIDE DRIVE,0,1,0
40.74428,-73.861786,CORONA AVENUE,0,1,0
40.707363,-73.90089,Unknown,0,1,0
40.72754,-73.90799,Unknown,0,1,0
40.8166,-73.942764,WEST 137 STREET,0,2,0
40.72709,-73.87472,ELIOT AVENUE,0,1,0
40.825165,-73.87742,Unknown,0,1,0
40.811993,-73.909515,Unknown,0,1,0
40.63491,-74.01017,61 STREET,0,1,0
40.68217,-73.83105,107 AVENUE,0,1,0
